state,division,ballotPosition,surname,ballotGivenName,partyBallotName
ACT,Bean,1,CONWAY,Sean,United Australia Party
ACT,Bean,2,AMBARD,Benjamin,Pauline Hanson's One Nation
ACT,Bean,3,SMITH,David,Australian Labor Party
ACT,Bean,4,CHRISTIE,Jamie,Independent
ACT,Bean,5,SAVERY,Kathryn Jane,The Greens
ACT,Bean,6,HIATT,Jane,Liberal
ACT,Canberra,1,SMITH,Catherine,United Australia Party
ACT,Canberra,2,MILES,James,Pauline Hanson's One Nation
ACT,Canberra,3,BOHM,Tim,Independent
ACT,Canberra,4,MINSON,Slade,Liberal
ACT,Canberra,5,HOLLO,Tim,The Greens
ACT,Canberra,6,PAYNE,Alicia,Australian Labor Party
ACT,Fenner,1,LEIGH,Andrew,Australian Labor Party
ACT,Fenner,2,KUSTER,Nathan,Liberal
ACT,Fenner,3,ELTON,Timothy Peter,United Australia Party
ACT,Fenner,4,GRANT,Lucia,Pauline Hanson's One Nation
ACT,Fenner,5,SOJIC,Natasa,The Greens
ACT,Fenner,6,JAKEMAN,Guy,Liberal Democrats
NSW,Banks,1,COLEMAN,David,Liberal
NSW,Banks,2,COCKER,Elouise Ivy,Liberal Democrats
NSW,Banks,3,MOMIRCEVSKI,Marika,United Australia Party
NSW,Banks,4,HANNA,Natalie,The Greens
NSW,Banks,5,KHOUW,Steve,
NSW,Banks,6,HEFFERNAN,Malcolm Phillip,Pauline Hanson's One Nation
NSW,Banks,7,SOON,Zhi,Labor
NSW,Barton,1,BURNEY,Linda,Labor
NSW,Barton,2,HONOS,Dimitri,United Australia Party
NSW,Barton,3,VANDIJK,Taylor,The Greens
NSW,Barton,4,GOODY,John,Liberal
NSW,Barton,5,POLLARD,Phillip,Pauline Hanson's One Nation
NSW,Bennelong,1,AUGUST,John,"FUSION: Science, Pirate, Secular, Climate Emergency"
NSW,Bennelong,2,ADAMS,Tony,The Greens
NSW,Bennelong,3,CAMERON,Dougal,Liberal Democrats
NSW,Bennelong,4,KENNEDY,Simon,Liberal
NSW,Bennelong,5,COLLYER,Rhys Ian,United Australia Party
NSW,Bennelong,6,WATERSON,Victor,Pauline Hanson's One Nation
NSW,Bennelong,7,LAXALE,Jerome,Labor
NSW,Bennelong,8,DHONGDUE,Kyinzom,Democratic Alliance
NSW,Berowra,1,SAMIOS,Nicholas,Liberal Democrats
NSW,Berowra,2,SALITRA,Tania,The Greens
NSW,Berowra,3,BOSMA,Rhiannon,Pauline Hanson's One Nation
NSW,Berowra,4,LEESER,Julian,Liberal
NSW,Berowra,5,CLARKE,Brendan Michael,"FUSION: Science, Pirate, Secular, Climate Emergency"
NSW,Berowra,6,KOSCHINSKI,Benson,Labor
NSW,Berowra,7,LOUIE,David James,Australian Federation Party
NSW,Berowra,8,WOODWARD,Roger,Independent
NSW,Berowra,9,MARTINIC,Christopher,United Australia Party
NSW,Berowra,10,CASWELL,Benjamin,Independent
NSW,Blaxland,1,STEPANOFF,Adam,Pauline Hanson's One Nation
NSW,Blaxland,2,GUNEY,Oz,Liberal
NSW,Blaxland,3,EISLER,Linda,The Greens
NSW,Blaxland,4,CLARE,Jason,Labor
NSW,Blaxland,5,SINOSIC,Elvis,United Australia Party
NSW,Bradfield,1,BOELE,Nicolette,Independent
NSW,Bradfield,2,BRIGDEN,David Gordon,Labor
NSW,Bradfield,3,COUSINS,Martin,The Greens
NSW,Bradfield,4,KITSON,Janine,Independent
NSW,Bradfield,5,FLETCHER,Rob,United Australia Party
NSW,Bradfield,6,FLETCHER,Paul,Liberal
NSW,Bradfield,7,LOWE,Michael,Pauline Hanson's One Nation
NSW,Calare,1,HOOK,Kate,Independent
NSW,Calare,2,WHITTAKER,Stacey,Pauline Hanson's One Nation
NSW,Calare,3,NANKERVIS,Kay,The Greens
NSW,Calare,4,ELLIOTT,Sarah,Labor
NSW,Calare,5,GEE,Andrew,The Nationals
NSW,Calare,6,JANNIS,Adam John,United Australia Party
NSW,Chifley,1,BATISH,Amit,Pauline Hanson's One Nation
NSW,Chifley,2,RASKOV,Zvetanka,United Australia Party
NSW,Chifley,3,KHAN,Ammar,Independent
NSW,Chifley,4,ROUGHLEY,Ben,Liberal Democrats
NSW,Chifley,5,SELVENTHIRAN,Sujan,The Greens
NSW,Chifley,6,SINGH,Jugandeep,Liberal
NSW,Chifley,7,HUSIC,Ed,Labor
NSW,Cook,1,CAMERON,Gaye,Pauline Hanson's One Nation
NSW,Cook,2,DYSON,Catherine,The Greens
NSW,Cook,3,MORRISON,Scott,Liberal
NSW,Cook,4,GUINANE,Jacqueline,United Australia Party
NSW,Cook,5,EARLE,Simon,Labor
NSW,Cowper,1,ASPIOTIS,Faye,Pauline Hanson's One Nation
NSW,Cowper,2,McMULLEN,Keith,Labor
NSW,Cowper,3,CONAGHAN,Pat,The Nationals
NSW,Cowper,4,HEISE,Caz,Independent
NSW,Cowper,5,CHASELING,Simon,Liberal Democrats
NSW,Cowper,6,FAIRHALL,Joshua Stephen,United Australia Party
NSW,Cowper,7,NOTT,Timothy,The Greens
NSW,Cunningham,1,UREN,Marcus,Liberal
NSW,Cunningham,2,BRITTON,Ben,United Australia Party
NSW,Cunningham,3,BYRNES,Alison,Labor
NSW,Cunningham,4,GARNAUT-MILLER,Alexis,Citizens Party
NSW,Cunningham,5,GREEN,Dylan,The Greens
NSW,Cunningham,6,GLOVER,Michael,Liberal Democrats
NSW,Cunningham,7,GROGAN,Thomas,Pauline Hanson's One Nation
NSW,Dobell,1,BARNES,Geoff,"FUSION: Science, Pirate, Secular, Climate Emergency"
NSW,Dobell,2,MACKIN,Dean James,United Australia Party
NSW,Dobell,3,FENELEY,Michael,Liberal
NSW,Dobell,4,CONNOR,Cath,The Greens
NSW,Dobell,5,STEVENSON,Martin,Pauline Hanson's One Nation
NSW,Dobell,6,METHERELL,Eliot,Liberal Democrats
NSW,Dobell,7,McBRIDE,Emma,Labor
NSW,Eden-Monaro,1,HOLGATE,James,Sustainable Australia Party - Stop Overdevelopment / Corruption
NSW,Eden-Monaro,2,HOLMES,Maxwell,Liberal Democrats
NSW,Eden-Monaro,3,McBAIN,Kristy,Labor
NSW,Eden-Monaro,4,BUTLER,Greg,Australian Democrats
NSW,Eden-Monaro,5,GARNON,Darren Scott,United Australia Party
NSW,Eden-Monaro,6,NOCKLES,Jerry,Liberal
NSW,Eden-Monaro,7,HARRIS,Vivian,The Greens
NSW,Eden-Monaro,8,McLENNAN,Toni,Informed Medical Options Party
NSW,Eden-Monaro,9,THALER,Andrew,Independent
NSW,Eden-Monaro,10,SHANNON,Boyd,Pauline Hanson's One Nation
NSW,Farrer,1,DAVERN,Eli,The Greens
NSW,Farrer,2,LEY,Sussan,Liberal
NSW,Farrer,3,DUNCAN-STRELEC,Amanda,Independent
NSW,Farrer,4,BRITTON,Paul,"Shooters, Fishers and Farmers Party"
NSW,Farrer,5,ROWORTH,Ian Christopher,Liberal Democrats
NSW,Farrer,6,FRANCIS,Richard,Pauline Hanson's One Nation
NSW,Farrer,7,RAMOS,Julie,United Australia Party
NSW,Farrer,8,CAMERON,Darren Michael,Labor
NSW,Fowler,1,KENEALLY,Kristina,Labor
NSW,Fowler,2,PANICH,Lela Lepa,United Australia Party
NSW,Fowler,3,RUNGE,Peter Ronald,Liberal Democrats
NSW,Fowler,4,LE,Dai,Independent
NSW,Fowler,5,NGUYEN,Courtney,Liberal
NSW,Fowler,6,MARGOS,Tony,Pauline Hanson's One Nation
NSW,Fowler,7,HOWARD,Avery,The Greens
NSW,Gilmore,1,CONSTANCE,Andrew,Liberal
NSW,Gilmore,2,DIGIGLIO,Nina,Independent
NSW,Gilmore,3,McCALLUM,Carmel,The Greens
NSW,Gilmore,4,MALONEY,Jordan Lindsay,United Australia Party
NSW,Gilmore,5,EID,Jerremy,Pauline Hanson's One Nation
NSW,Gilmore,6,FADINI,Adrian,Liberal Democrats
NSW,Gilmore,7,PHILLIPS,Fiona,Labor
NSW,Grayndler,1,SMITH,David Bruce,United Australia Party
NSW,Grayndler,2,ALBANESE,Anthony,Labor
NSW,Grayndler,3,ZHANG,Ben,Liberal
NSW,Grayndler,4,HAGGERTY,James,"FUSION: Science, Pirate, Secular, Climate Emergency"
NSW,Grayndler,5,KILHAM,Sarina,Independent
NSW,Grayndler,6,HENSELIN,Paul,Pauline Hanson's One Nation
NSW,Grayndler,7,DELLO-IACOVO,Michael Armando,Animal Justice Party
NSW,Grayndler,8,JACOBS,Rachael,The Greens
NSW,Greenway,1,REX,Mark Andrew,United Australia Party
NSW,Greenway,2,ROWLAND,Michelle,Labor
NSW,Greenway,3,KACHWALLA,Adam,Liberal Democrats
NSW,Greenway,4,BOSI,Riccardo Umberto Guerrino,Independent
NSW,Greenway,5,NANDA,Love Preet Singh,Independent
NSW,Greenway,6,TURNER,Rick,Pauline Hanson's One Nation
NSW,Greenway,7,PATHI,Pradeep,Liberal
NSW,Greenway,8,ATKINS,Damien,The Greens
NSW,Hughes,1,WARE,Jenny,Liberal
NSW,Hughes,2,THOMPSON,Pete,The Greens
NSW,Hughes,3,STEELE,Georgia,Independent
NSW,Hughes,4,KELLY,Craig,United Australia Party
NSW,Hughes,5,SEYMOUR,Narelle,Pauline Hanson's One Nation
NSW,Hughes,6,SEYMOUR,Linda,Independent
NSW,Hughes,7,CAMPBELL,Riley,Labor
NSW,Hume,1,BAINES,Greg,Labor
NSW,Hume,2,DOLLIN,Garry Trevor,United Australia Party
NSW,Hume,3,THOMPSON,Rebecca,Pauline Hanson's One Nation
NSW,Hume,4,MENERIPITIYAGE DONA,Sheneli,Independent
NSW,Hume,5,SELLER,Ross Edward,"Shooters, Fishers and Farmers Party"
NSW,Hume,6,STEWART,Karen,The Greens
NSW,Hume,7,TAYLOR,Angus,Liberal
NSW,Hume,8,DE LIMA,Joaquim Eduardo,Liberal Democrats
NSW,Hume,9,ACKERY,Penny,Independent
NSW,Hunter,1,MURRAY,Janet,The Greens
NSW,Hunter,2,REPACHOLI,Dan,Labor
NSW,Hunter,3,DAVIES,Victoria,Animal Justice Party
NSW,Hunter,4,BONDS,Stuart,Independent
NSW,Hunter,5,TOWNSEND,Cathy,Informed Medical Options Party
NSW,Hunter,6,PASSFIELD,Geoff,United Australia Party
NSW,Hunter,7,THOMSON,James,The Nationals
NSW,Hunter,8,McNAMARA,Dale,Pauline Hanson's One Nation
NSW,Hunter,9,LARUFFA,Scott Fulvio,Independent
NSW,Kingsford Smith,1,DAVIS,Stuart,The Greens
NSW,Kingsford Smith,2,MARR,Darrin,Pauline Hanson's One Nation
NSW,Kingsford Smith,3,TAWAF,Anthony,United Australia Party
NSW,Kingsford Smith,4,TAN,Grace,Liberal
NSW,Kingsford Smith,5,THISTLETHWAITE,Matt,Labor
NSW,Lindsay,1,ROSS,Trevor,Labor
NSW,Lindsay,2,MORSSINK,Pieter,The Greens
NSW,Lindsay,3,JAGO,Max,Pauline Hanson's One Nation
NSW,Lindsay,4,O'CONNOR,Joseph,United Australia Party
NSW,Lindsay,5,McINTOSH,Melissa,Liberal
NSW,Lindsay,6,McCLURE,Gareth,Liberal Democrats
NSW,Lindsay,7,RAY,Rebekah,Informed Medical Options Party
NSW,Lyne,1,PEARCE,Joanne,Independent
NSW,Lyne,2,PUTLAND,Joel,United Australia Party
NSW,Lyne,3,GILLESPIE,David,The Nationals
NSW,Lyne,4,SIMPSON,Alex,Labor
NSW,Lyne,5,ATTKINS,Steve,Independent
NSW,Lyne,6,HORNSHAW,Mark,Liberal Democrats
NSW,Lyne,7,CASHMAN,Josephine,Pauline Hanson's One Nation
NSW,Lyne,8,ATTENBOROUGH,Karl,The Greens
NSW,Macarthur,1,RIVERA,Jayden,The Greens
NSW,Macarthur,2,PAUDEL,Binod,Liberal
NSW,Macarthur,3,FREELANDER,Mike,Labor
NSW,Macarthur,4,SICARI,Rosa Antonia,United Australia Party
NSW,Macarthur,5,KORMAN,Scott,Liberal Democrats
NSW,Macarthur,6,ZAHRA,Adam,Pauline Hanson's One Nation
NSW,Mackellar,1,STEELE,Barry,TNL
NSW,Mackellar,2,DICKSON,Darren,Pauline Hanson's One Nation
NSW,Mackellar,3,SCAMPS,Sophie,Independent
NSW,Mackellar,4,GOODMAN,Paula,Labor
NSW,Mackellar,5,FALINSKI,Jason,Liberal
NSW,Mackellar,6,BALL,Christopher Thomas,United Australia Party
NSW,Mackellar,7,HRNJAK,Ethan,The Greens
NSW,Macquarie,1,PETTITT,Tony,Pauline Hanson's One Nation
NSW,Macquarie,2,TEMPLEMAN,Susan,Labor
NSW,Macquarie,3,EVANS,Nicole,United Australia Party
NSW,Macquarie,4,JACKSON,James,Liberal Democrats
NSW,Macquarie,5,KEIGHTLEY,Greg,Animal Justice Party
NSW,Macquarie,6,HICKEY,Tony,The Greens
NSW,Macquarie,7,PALMER,Michelle,Informed Medical Options Party
NSW,Macquarie,8,RICHARDS,Sarah,Liberal
NSW,McMahon,1,BOWEN,Chris,Labor
NSW,McMahon,2,SALIBA,Marie,United Australia Party
NSW,McMahon,3,FORD,Scott,Pauline Hanson's One Nation
NSW,McMahon,4,SINGHA,Vivek,Liberal
NSW,McMahon,5,O'NEILL,Astrid,The Greens
NSW,McMahon,6,SHAMSABAD,Cameron,Liberal Democrats
NSW,Mitchell,1,MEAD,Clinton,Liberal Democrats
NSW,Mitchell,2,DANIEL,Linda,United Australia Party
NSW,Mitchell,3,COX,Matt,The Greens
NSW,Mitchell,4,SELVARAJ,Immanuel,Labor
NSW,Mitchell,5,McKENZIE,Donald,Pauline Hanson's One Nation
NSW,Mitchell,6,HAWKE,Alex,Liberal
NSW,New England,1,SAMIOS,Pavlo,Liberal Democrats
NSW,New England,2,DUNCAN,Cindy Anne,United Australia Party
NSW,New England,3,LEDGER,Natasha,Independent
NSW,New England,4,JOYCE,Barnaby,The Nationals
NSW,New England,5,SHARPHAM,Matt,Independent
NSW,New England,6,THOMAS,Richard,Pauline Hanson's One Nation
NSW,New England,7,SPARKS,Carol,The Greens
NSW,New England,8,HUGHES,Laura,Labor
NSW,Newcastle,1,PYWELL,Garth,Australian Federation Party
NSW,Newcastle,2,McCABE,Charlotte,The Greens
NSW,Newcastle,3,COOK,Amanda,United Australia Party
NSW,Newcastle,4,CLAYDON,Sharon,Labor
NSW,Newcastle,5,HUSSEY,William,Informed Medical Options Party
NSW,Newcastle,6,WARK,Katrina,Liberal
NSW,Newcastle,7,WATSON,Mark James,Pauline Hanson's One Nation
NSW,Newcastle,8,BROLLO,Emily,Animal Justice Party
NSW,North Sydney,1,BOURKE,William,Sustainable Australia Party - Stop Overdevelopment / Corruption
NSW,North Sydney,2,NALBANDIAN,Robert,United Australia Party
NSW,North Sydney,3,ARMSTRONG,Heather,The Greens
NSW,North Sydney,4,KLINE,Victor,TNL
NSW,North Sydney,5,KINNEY,Lesley,Informed Medical Options Party
NSW,North Sydney,6,TINKLER,Dajen,Liberal Democrats
NSW,North Sydney,7,ZIMMERMAN,Trent,Liberal
NSW,North Sydney,8,TINK,Kylea Jane,Independent
NSW,North Sydney,9,WALLS,Michael,Pauline Hanson's One Nation
NSW,North Sydney,10,RENSHAW,Catherine,Labor
NSW,Page,1,SEARLES,Thomas,Liberal Democrats
NSW,Page,2,PIKE,Donna,Pauline Hanson's One Nation
NSW,Page,3,MILLER,Kashmir,The Greens
NSW,Page,4,SMITH,Heather Mary,Australian Federation Party
NSW,Page,5,DEEGAN,Patrick,Labor
NSW,Page,6,DUROUX,Brett Rodney,Indigenous - Aboriginal Party of Australia
NSW,Page,7,WILLIAMSON,Ian,United Australia Party
NSW,Page,8,HOGAN,Kevin,The Nationals
NSW,Page,9,LUKE,Hanabeth,Independent
NSW,Page,10,KILLINGBECK,Serge,TNL
NSW,Parkes,1,HARDMAN,Derek,Indigenous - Aboriginal Party of Australia
NSW,Parkes,2,ROTHWELL,Peter,Liberal Democrats
NSW,Parkes,3,SWINBOURN,Deborah,Pauline Hanson's One Nation
NSW,Parkes,4,COULTON,Mark,The Nationals
NSW,Parkes,5,VAN DER STEEN,Petrus,United Australia Party
NSW,Parkes,6,HOWE,Stuart,Independent
NSW,Parkes,7,AYOUB,Jack,Labor
NSW,Parkes,8,FRAIL,Trish,The Greens
NSW,Parkes,9,FOX,Benjamin,Informed Medical Options Party
NSW,Parramatta,1,LAXMANALAL,Rohan,Animal Justice Party
NSW,Parramatta,2,KOVACIC,Maria,Liberal
NSW,Parramatta,3,FREEMAN,Heather,Pauline Hanson's One Nation
NSW,Parramatta,4,TAZEWELL,Liza,Liberal Democrats
NSW,Parramatta,5,FAYAD,Julian,United Australia Party
NSW,Parramatta,6,BRADLEY,Phil,The Greens
NSW,Parramatta,7,CHARLTON,Andrew,Labor
NSW,Parramatta,8,CHRISTOU,Steve,Independent
NSW,Paterson,1,TURNER,Neil,Pauline Hanson's One Nation
NSW,Paterson,2,VITNELL,Brooke,Liberal
NSW,Paterson,3,SWANSON,Meryl,Labor
NSW,Paterson,4,KETAS,Angela,Informed Medical Options Party
NSW,Paterson,5,IHLEIN,Louise,The Greens
NSW,Paterson,6,BAILEY,Sonia,Liberal Democrats
NSW,Paterson,7,OLBOURNE,Jason Mark,United Australia Party
NSW,Reid,1,SITOU,Sally,Labor
NSW,Reid,2,KHALILI-NAGHADEH,Sahar,"FUSION: Science, Pirate, Secular, Climate Emergency"
NSW,Reid,3,WALTERS,Edward,Pauline Hanson's One Nation
NSW,Reid,4,BAINI,Natalie,Independent
NSW,Reid,5,CAMERON,Andrew,Liberal Democrats
NSW,Reid,6,MARTIN,Fiona,Liberal
NSW,Reid,7,DAOUD,Jamal,United Australia Party
NSW,Reid,8,JAGO,Charles,The Greens
NSW,Richmond,1,SHARPLES,Terry Patrick,Independent
NSW,Richmond,2,JONES,Nathan,Independent
NSW,Richmond,3,SHEPHERD,Monica,Informed Medical Options Party
NSW,Richmond,4,WARTH,David,Independent
NSW,Richmond,5,BIGGS,Gary,Liberal Democrats
NSW,Richmond,6,ELLIOT,Justine,Labor
NSW,Richmond,7,HONE,Kimberly,The Nationals
NSW,Richmond,8,BELL-HENSELIN,Tracey,Pauline Hanson's One Nation
NSW,Richmond,9,NOLAN,Mandy,The Greens
NSW,Richmond,10,MARKS,Robert James,United Australia Party
NSW,Riverina,1,ORCHARD,Richard,Pauline Hanson's One Nation
NSW,Riverina,2,JEFFRESON,Mark,Labor
NSW,Riverina,3,MARTELOZZO,Daniel,United Australia Party
NSW,Riverina,4,KARAITIANA,Steve,"Shooters, Fishers and Farmers Party"
NSW,Riverina,5,McCORMACK,Michael,The Nationals
NSW,Riverina,6,CIAVARELLA,Darren,Independent
NSW,Riverina,7,McCRAE,Dean,Liberal Democrats
NSW,Riverina,8,ORGAN,Michael,The Greens
NSW,Robertson,1,MURPHY,Patrick,Animal Justice Party
NSW,Robertson,2,REID,Gordon,Labor
NSW,Robertson,3,BORTHWICK,Paul,Citizens Party
NSW,Robertson,4,WICKS,Lucy,Liberal
NSW,Robertson,5,MURRAY,Barbara-Jane,United Australia Party
NSW,Robertson,6,LOGAN,Bentley,Liberal Democrats
NSW,Robertson,7,LAWSON,Jeffrey Wayne,Indigenous - Aboriginal Party of Australia
NSW,Robertson,8,O'GRADY,Billy,Pauline Hanson's One Nation
NSW,Robertson,9,MASON,Kate,Informed Medical Options Party
NSW,Robertson,10,HAFNER,Alexandra,Australian Federation Party
NSW,Robertson,11,McGRATH,Shelly,The Greens
NSW,Shortland,1,ROBERTS,Bree Suzanne,Animal Justice Party
NSW,Shortland,2,PAYNTER,Basil,Independent
NSW,Shortland,3,REED,Barry,Liberal Democrats
NSW,Shortland,4,McGILL,Nell,Liberal
NSW,Shortland,5,CONROY,Pat,Labor
NSW,Shortland,6,MAXWELL,Kenneth John,United Australia Party
NSW,Shortland,7,GRIERSON,Kim,The Greens
NSW,Shortland,8,KING,Quintin,Pauline Hanson's One Nation
NSW,Sydney,1,CHUTER,Andrew,Socialist Alliance
NSW,Sydney,2,PLIBERSEK,Tanya,Labor
NSW,Sydney,3,FERGUSON,Ben,Pauline Hanson's One Nation
NSW,Sydney,4,SAHAI,Chetan,The Greens
NSW,Sydney,5,ZHOU,Wen,Citizens Party
NSW,Sydney,6,McALISTER,Ryan,United Australia Party
NSW,Sydney,7,ANDRUSKA,Alexander,Liberal
NSW,Warringah,1,TRIPP,Steven,Pauline Hanson's One Nation
NSW,Warringah,2,STEGGALL,Zali,Independent
NSW,Warringah,3,ROBERTSON,Andrew Colin,United Australia Party
NSW,Warringah,4,GLANVILLE,Kristyn,The Greens
NSW,Warringah,5,DEVES,Katherine,Liberal
NSW,Warringah,6,MICKLEBURGH,David,Labor
NSW,Warringah,7,PATERSON,Kate,Animal Justice Party
NSW,Watson,1,AKTER,Sazeda,Liberal
NSW,Watson,2,KOUKOULIS,John,United Australia Party
NSW,Watson,3,BURKE,Tony,Labor
NSW,Watson,4,JORGENSEN,Alan,Pauline Hanson's One Nation
NSW,Watson,5,SCHOTT,Bradley,The Greens
NSW,Wentworth,1,MURRAY,Tim,Labor
NSW,Wentworth,2,FISHER,Dean,Pauline Hanson's One Nation
NSW,Wentworth,3,KANAK,Dominic WY,The Greens
NSW,Wentworth,4,DUMER,Natalie,United Australia Party
NSW,Wentworth,5,SPENDER,Allegra,Independent
NSW,Wentworth,6,LEWKOVITZ,Daniel,Liberal Democrats
NSW,Wentworth,7,SHARMA,Dave,Liberal
NSW,Werriwa,1,TEY,Victor,Liberal Democrats
NSW,Werriwa,2,NIKOLIC,Tony Mark,United Australia Party
NSW,Werriwa,3,STANLEY,Anne Maree,Labor
NSW,Werriwa,4,SHUKLA,Apurva,The Greens
NSW,Werriwa,5,KAYAL,Sam,Liberal
NSW,Werriwa,6,BOOKE,Adam Paul,Pauline Hanson's One Nation
NSW,Whitlam,1,JONES,Stephen,Labor
NSW,Whitlam,2,WHEELER,Michael,Liberal Democrats
NSW,Whitlam,3,HUGHES,Colin,Pauline Hanson's One Nation
NSW,Whitlam,4,CAINS,Mike,Liberal
NSW,Whitlam,5,WODE,Allan,United Australia Party
NSW,Whitlam,6,DIXON,Jamie,The Greens
NT,Lingiari,1,RYAN,Damien,NT CLP
NT,Lingiari,2,McFARLAND,Blair,The Greens
NT,Lingiari,3,LEE,Thong Sum,Citizens Party
NT,Lingiari,4,MCLEOD,Allan,United Australia Party
NT,Lingiari,5,SCRYMGOUR,Marion,A.L.P.
NT,Lingiari,6,GRAVENER,Michael Setford,Independent
NT,Lingiari,7,ADAMSON AGARS,Imelda,Independent
NT,Lingiari,8,GALLARD,Tim,Pauline Hanson's One Nation
NT,Lingiari,9,KASPAREK,George,Liberal Democrats
NT,Solomon,1,BONANNI,Kylie,Liberal Democrats
NT,Solomon,2,GOODRICH CARTTLING,Aiya,The Greens
NT,Solomon,3,GOSLING,Luke,A.L.P.
NT,Solomon,4,MACFARLANE,Tina,NT CLP
NT,Solomon,5,LOHSE,Emily,Pauline Hanson's One Nation
NT,Solomon,6,SELFE,Tayla Elise,United Australia Party
QLD,Blair,1,MUTTON,Danielle,Queensland Greens
QLD,Blair,2,JAQUES,Michelle,Liberal Democrats
QLD,Blair,3,CUNNINGHAM,Quinton Stewart,United Australia Party
QLD,Blair,4,SUDUK,Liz,Pauline Hanson's One Nation
QLD,Blair,5,NEUMANN,Shayne,Australian Labor Party
QLD,Blair,6,PITMAN,Maria,Australian Values Party
QLD,Blair,7,LOWERY,Angela,Animal Justice Party
QLD,Blair,8,BIGGINS,Sam,Liberal National Party of Queensland
QLD,Bonner,1,VASTA,Ross,Liberal National Party of Queensland
QLD,Bonner,2,NEIL,Amanda,Pauline Hanson's One Nation
QLD,Bonner,3,DIKLICH,Serge,United Australia Party
QLD,Bonner,4,YOUNG,Tabatha,Australian Labor Party
QLD,Bonner,5,LAKEY,Bernard,Queensland Greens
QLD,Bowman,1,TODD,Walter,Pauline Hanson's One Nation
QLD,Bowman,2,STEVENS,Mary-Jane,United Australia Party
QLD,Bowman,3,MAZLIN,Ian,Queensland Greens
QLD,Bowman,4,PIKE,Henry,Liberal National Party of Queensland
QLD,Bowman,5,JOHNSON,Phil,TNL
QLD,Bowman,6,DUFF,Donisha,Australian Labor Party
QLD,Brisbane,1,KENNEDY,Tiana,Animal Justice Party
QLD,Brisbane,2,KNUDSON,Justin Marc,United Australia Party
QLD,Brisbane,3,BATES,Stephen,Queensland Greens
QLD,Brisbane,4,JARRETT,Madonna,Australian Labor Party
QLD,Brisbane,5,EVANS,Trevor,Liberal National Party of Queensland
QLD,Brisbane,6,HOLD,Trevor,Pauline Hanson's One Nation
QLD,Brisbane,7,BULL,Anthony,Liberal Democrats
QLD,Capricornia,1,STANTON,Kylee,Pauline Hanson's One Nation
QLD,Capricornia,2,GANFIELD,Paula,Informed Medical Options Party
